Jumlah Input	Jumlah Epoch	Jumlah Neuron	Jumlah Batch Size	Akurasi (%)
16	5	2	4	13.8%
16	5	2	2	15.0%
16	10	2	32	11.3%
16	10	2	16	12.5%
16	10	2	8	7.5%
16	10	2	4	25.0%
16	10	2	2	18.8%
16	15	2	32	13.8%
16	15	2	16	17.5%
16	15	2	8	13.8%
16	15	2	4	11.3%
16	15	2	2	12.5%
16	20	2	32	13.8%
16	20	2	16	13.8%
16	20	2	8	16.3%
16	20	2	4	25.0%
16	20	2	2	12.5%
16	25	2	32	13.8%
16	25	2	16	17.5%
16	25	2	8	12.5%
16	25	2	4	18.8%
16	25	2	2	25.0%
16	30	2	32	17.5%
16	30	2	16	12.5%
16	30	2	8	27.5%
16	30	2	4	25.0%
16	30	2	2	23.8%
16	35	2	32	17.5%
16	35	2	16	23.8%
16	35	2	8	12.5%
16	35	2	4	22.5%
16	35	2	2	25.0%
16	40	2	32	16.3%
16	40	2	16	30.0%
16	40	2	8	13.8%
16	40	2	4	31.3%
16	40	2	2	33.8%
16	45	2	32	13.8%
16	45	2	16	25.0%
16	45	2	8	28.8%
16	45	2	4	31.3%
16	45	2	2	22.5%
16	50	2	32	12.5%
16	50	2	16	16.3%
16	50	2	8	25.0%
16	50	2	4	37.5%
16	50	2	2	40.0%
16	5	4	32	13.8%
16	5	4	16	21.3%
16	5	4	8	15.0%
16	5	4	4	20.0%
16	5	4	2	25.0%
16	10	4	32	21.3%
16	10	4	16	23.8%
16	10	4	8	21.3%
16	10	4	4	27.5%
16	10	4	2	23.8%
16	15	4	32	8.8%
16	15	4	16	12.5%
16	15	4	8	37.5%
16	15	4	4	30.0%
16	15	4	2	35.0%
16	20	4	32	31.3%
16	20	4	16	25.0%
16	20	4	8	23.8%
16	20	4	4	16.3%
16	20	4	2	42.5%
16	25	4	32	25.0%
16	25	4	16	32.5%
16	25	4	8	26.3%
16	25	4	4	20.0%
16	25	4	2	32.5%
16	30	4	32	16.3%
16	30	4	16	36.3%
16	30	4	8	25.0%
16	30	4	4	41.3%
16	30	4	2	38.8%
16	35	4	32	18.8%
16	35	4	16	25.0%
16	35	4	8	22.5%
16	35	4	4	31.3%
16	35	4	2	50.0%
16	40	4	32	23.8%
16	40	4	16	25.0%
16	40	4	8	30.0%
16	40	4	4	43.8%
16	40	4	2	47.5%
16	45	4	32	35.0%
16	45	4	16	23.8%
16	45	4	8	42.5%
16	45	4	4	35.0%
16	45	4	2	45.0%
16	50	4	32	25.0%
16	50	4	16	25.0%
16	50	4	8	28.8%
16	50	4	4	46.3%
16	50	4	2	50.0%
16	5	8	32	11.3%
16	5	8	16	18.8%
16	5	8	8	12.5%
16	5	8	4	17.5%
16	5	8	2	36.3%
16	10	8	32	15.0%
16	10	8	16	17.5%
16	10	8	8	22.5%
16	10	8	4	27.5%
16	10	8	2	38.8%
16	15	8	32	27.5%
16	15	8	16	21.3%
16	15	8	8	15.0%
16	15	8	4	35.0%
16	15	8	2	37.5%
16	20	8	32	30.0%
16	20	8	16	26.3%
16	20	8	8	42.5%
16	20	8	4	36.3%
16	20	8	2	27.5%
16	25	8	32	12.5%
16	25	8	16	32.5%
16	25	8	8	42.5%
16	25	8	4	27.5%
16	25	8	2	38.8%
16	30	8	32	8.8%
16	30	8	16	27.5%
16	30	8	8	32.5%
16	30	8	4	48.8%
16	30	8	2	50.0%
16	35	8	32	35.0%
16	35	8	16	41.3%
16	35	8	8	27.5%
16	35	8	4	43.8%
16	35	8	2	53.8%
16	40	8	32	23.8%
16	40	8	16	31.3%
16	40	8	8	36.3%
16	40	8	4	48.8%
16	40	8	2	47.5%
16	45	8	32	33.8%
16	45	8	16	27.5%
16	45	8	8	40.0%
16	45	8	4	52.5%
16	45	8	2	52.5%
16	50	8	32	32.5%
16	50	8	16	55.0%
16	50	8	8	57.5%
16	50	8	4	48.8%
16	50	8	2	53.8%
16	5	10	32	13.8%
16	5	10	16	15.0%
16	5	10	8	30.0%
16	5	10	4	30.0%
16	5	10	2	25.0%
16	10	10	32	30.0%
16	10	10	16	22.5%
16	10	10	8	13.8%
16	10	10	4	35.0%
16	10	10	2	38.8%
16	15	10	32	25.0%
16	15	10	16	13.8%
16	15	10	8	35.0%
16	15	10	4	30.0%
16	15	10	2	45.0%
16	20	10	32	11.3%
16	20	10	16	33.8%
16	20	10	8	25.0%
16	20	10	4	20.0%
16	20	10	2	36.3%
16	25	10	32	23.8%
16	25	10	16	22.5%
16	25	10	8	42.5%
16	25	10	4	42.5%
16	25	10	2	48.8%
16	30	10	32	13.8%
16	30	10	16	42.5%
16	30	10	8	36.3%
16	30	10	4	42.5%
16	30	10	2	52.5%
16	35	10	32	20.0%
16	35	10	16	17.5%
16	35	10	8	37.5%
16	35	10	4	55.0%
16	35	10	2	46.3%
16	40	10	32	28.8%
16	40	10	16	33.8%
16	40	10	8	43.8%
16	40	10	4	47.5%
16	40	10	2	51.3%
16	45	10	32	21.3%
16	45	10	16	43.8%
16	45	10	8	47.5%
16	45	10	4	53.8%
16	45	10	2	58.8%
16	50	10	32	36.3%
16	50	10	16	33.8%
16	50	10	8	33.8%
16	50	10	4	48.8%
16	50	10	2	53.8%
16	5	12	32	30.0%
16	5	12	16	21.3%
16	5	12	8	16.3%
16	5	12	4	30.0%
16	5	12	2	35.0%
16	10	12	32	23.8%
16	10	12	16	20.0%
16	10	12	8	27.5%
16	10	12	4	33.8%
16	10	12	2	46.3%
16	15	12	32	16.3%
16	15	12	16	25.0%
16	15	12	8	40.0%
16	15	12	4	26.3%
16	15	12	2	43.8%
16	20	12	32	23.8%
16	20	12	16	33.8%
16	20	12	8	38.8%
16	20	12	4	47.5%
16	20	12	2	45.0%
16	25	12	32	22.5%
16	25	12	16	30.0%
16	25	12	8	36.3%
16	25	12	4	48.8%
16	25	12	2	47.5%
16	30	12	32	42.5%
16	30	12	16	33.8%
16	30	12	8	32.5%
16	30	12	4	38.8%
16	30	12	2	56.3%
16	35	12	32	41.3%
16	35	12	16	41.3%
16	35	12	8	42.5%
16	35	12	4	56.3%
16	35	12	2	60.0%
16	40	12	32	38.8%
16	40	12	16	47.5%
16	40	12	8	46.3%
16	40	12	4	48.8%
16	40	12	2	61.3%
16	45	12	32	31.3%
16	45	12	16	33.8%
16	45	12	8	57.5%
16	45	12	4	51.3%
16	45	12	2	57.5%
16	50	12	32	32.5%
16	50	12	16	52.5%
16	50	12	8	43.8%
16	50	12	4	43.8%
16	50	12	2	56.3%
16	5	14	32	10.0%
16	5	14	16	12.5%
16	5	14	8	33.8%
16	5	14	4	36.3%
16	5	14	2	31.3%
16	10	14	32	28.8%
16	10	14	16	28.8%
16	10	14	8	25.0%
16	10	14	4	28.8%
16	10	14	2	41.3%
16	15	14	32	28.8%
16	15	14	16	31.3%
16	15	14	8	31.3%
16	15	14	4	45.0%
16	15	14	2	38.8%
16	20	14	32	30.0%
16	20	14	16	38.8%
16	20	14	8	33.8%
16	20	14	4	43.8%
16	20	14	2	50.0%
16	25	14	32	20.0%
16	25	14	16	41.3%
16	25	14	8	53.8%
16	25	14	4	26.3%
16	25	14	2	53.8%
16	30	14	32	35.0%
16	30	14	16	37.5%
16	30	14	8	45.0%
16	30	14	4	38.8%
16	30	14	2	53.8%
16	35	14	32	42.5%
16	35	14	16	40.0%
16	35	14	8	37.5%
16	35	14	4	50.0%
16	35	14	2	56.3%
16	40	14	32	40.0%
16	40	14	16	47.5%
16	40	14	8	46.3%
16	40	14	4	51.3%
16	40	14	2	53.8%
16	45	14	32	40.0%
16	45	14	16	26.3%
16	45	14	8	46.3%
16	45	14	4	57.5%
16	45	14	2	62.5%
16	50	14	32	33.8%
16	50	14	16	46.3%
16	50	14	8	38.8%
16	50	14	4	47.5%
16	50	14	2	57.5%
16	5	16	32	13.8%
16	5	16	16	12.5%
16	5	16	8	25.0%
16	5	16	4	25.0%
16	5	16	2	25.0%
16	10	16	32	13.8%
16	10	16	16	15.0%
16	10	16	8	33.8%
16	10	16	4	25.0%
16	10	16	2	33.8%
16	15	16	32	41.3%
16	15	16	16	31.3%
16	15	16	8	26.3%
16	15	16	4	45.0%
16	15	16	2	43.8%
16	20	16	32	26.3%
16	20	16	16	33.8%
16	20	16	8	36.3%
16	20	16	4	51.3%
16	20	16	2	51.3%
16	25	16	32	23.8%
16	25	16	16	32.5%
16	25	16	8	40.0%
16	25	16	4	48.8%
16	25	16	2	56.3%
16	30	16	32	42.5%
16	30	16	16	36.3%
16	30	16	8	45.0%
16	30	16	4	57.5%
16	30	16	2	58.8%
16	35	16	32	33.8%
16	35	16	16	55.0%
16	35	16	8	47.5%
16	35	16	4	52.5%
16	35	16	2	58.8%
16	40	16	32	26.3%
16	40	16	16	46.3%
16	40	16	8	46.3%
16	40	16	4	48.8%
16	40	16	2	55.0%
16	45	16	32	43.8%
16	45	16	16	36.3%
16	45	16	8	55.0%
16	45	16	4	63.8%
16	45	16	2	62.5%
16	50	16	32	41.3%
16	50	16	16	43.8%
16	50	16	8	58.8%
16	50	16	4	61.3%
16	50	16	2	58.8%
Jumlah Input	Jumlah Epoch	Jumlah Neuron	Jumlah Batch Size	Akurasi (%)			
32	5	2	32	16.25%			
32	5	2	16	13.75%			
32	5	2	8	1.25%			
32	5	2	4	17.50%			
32	5	2	2	21.25%			
32	10	2	32	12.50%			
32	10	2	16	20.00%			68.29%
32	10	2	8	17.50%			
32	10	2	4	27.50%			
32	10	2	2	17.50%			
32	15	2	32	12.50%			
32	15	2	16	36.25%			
32	15	2	8	20.00%			
32	15	2	4	32.50%			
32	15	2	2	27.50%			
32	20	2	32	17.50%			
32	20	2	16	15.00%			
32	20	2	8	22.50%			
32	20	2	4	22.50%			
32	20	2	2	45.00%			
32	25	2	32	12.50%			
32	25	2	16	21.25%			
32	25	2	8	38.75%			
32	25	2	4	36.25%			
32	25	2	2	48.75%			
32	30	2	32	25.00%			
32	30	2	16	25.00%			
32	30	2	8	20.00%			
32	30	2	4	53.75%			
32	30	2	2	40.00%			
32	35	2	32	25.00%			
32	35	2	16	25.00%			
32	35	2	8	32.50%			
32	35	2	4	48.75%			
32	35	2	2	55.00%			
32	40	2	32	21.25%			
32	40	2	16	30.00%			
32	40	2	8	43.75%			
32	40	2	4	48.75%			
32	40	2	2	66.25%			
32	45	2	32	31.25%			
32	45	2	16	17.50%			
32	45	2	8	41.25%			
32	45	2	4	42.50%			
32	45	2	2	31.25%			
32	50	2	32	16.25%			
32	50	2	16	46.25%			
32	50	2	8	36.25%			
32	50	2	4	48.75%			
32	50	2	2	31.25%			
32	5	4	32	25.00%			
32	5	4	16	30.00%			
32	5	4	8	40.00%			
32	5	4	4	31.25%			
32	5	4	2	33.75%			
32	10	4	32	23.75%			
32	10	4	16	22.50%			
32	10	4	8	40.00%			
32	10	4	4	23.75%			
32	10	4	2	25.00%			
32	15	4	32	17.50%			
32	15	4	16	42.50%			
32	15	4	8	31.25%			
32	15	4	4	33.75%			
32	15	4	2	41.25%			
32	20	4	32	28.75%			
32	20	4	16	28.75%			
32	20	4	8	27.50%			
32	20	4	4	52.50%			
32	20	4	2	41.25%			
32	25	4	32	25.00%			
32	25	4	16	35.00%			
32	25	4	8	52.50%			
32	25	4	4	76.25%			
32	25	4	2	96.25%			
32	30	4	32	25.00%			
32	30	4	16	32.50%			
32	30	4	8	75.00%			
32	30	4	4	66.25%			
32	30	4	2	87.50%			
32	35	4	32	60.00%			
32	35	4	16	46.25%			
32	35	4	8	76.25%			
32	35	4	4	100.00%			
32	35	4	2	95.00%			
32	40	4	32	41.25%			
32	40	4	16	47.50%			
32	40	4	8	83.75%			
32	40	4	4	91.25%			
32	40	4	2	73.75%			
32	45	4	32	13.75%			
32	45	4	16	67.50%			
32	45	4	8	68.75%			
32	45	4	4	68.75%			
32	45	4	2	98.75%			
32	50	4	32	46.25%			
32	50	4	16	22.50%			
32	50	4	8	73.75%			
32	50	4	4	81.25%			
32	50	4	2	98.75%			
32	5	8	32	21.25%			
32	5	8	16	22.50%			
32	5	8	8	41.25%			
32	5	8	4	43.75%			
32	5	8	2	47.50%			
32	10	8	32	15.00%			
32	10	8	16	46.25%			
32	10	8	8	58.75%			
32	10	8	4	72.50%			
32	10	8	2	71.25%			
32	15	8	32	25.00%			
32	15	8	16	60.00%			
32	15	8	8	56.25%			
32	15	8	4	75.00%			
32	15	8	2	98.75%			
32	20	8	32	47.50%			
32	20	8	16	55.00%			
32	20	8	8	55.00%			
32	20	8	4	87.50%			
32	20	8	2	87.50%			
32	25	8	32	42.50%			
32	25	8	16	61.25%			
32	25	8	8	73.75%			
32	25	8	4	82.50%			
32	25	8	2	100.00%			
32	30	8	32	70.00%			
32	30	8	16	70.00%			
32	30	8	8	97.50%			
32	30	8	4	87.50%			
32	30	8	2	97.50%			
32	35	8	32	65.00%			
32	35	8	16	58.75%			
32	35	8	8	83.75%			
32	35	8	4	98.75%			
32	35	8	2	100.00%			
32	40	8	32	48.75%			
32	40	8	16	67.50%			
32	40	8	8	80.00%			
32	40	8	4	98.75%			
32	40	8	2	100.00%			
32	45	8	32	62.50%			
32	45	8	16	83.75%			
32	45	8	8	97.50%			
32	45	8	4	100.00%			
32	45	8	2	100.00%			
32	50	8	32	95.00%			
32	50	8	16	75.00%			
32	50	8	8	97.50%			
32	50	8	4	97.50%			
32	50	8	2	98.75%			
32	5	10	32	26.25%			
32	5	10	16	21.25%			
32	5	10	8	28.75%			
32	5	10	4	57.50%			
32	5	10	2	67.50%			
32	10	10	32	25.00%			
32	10	10	16	48.75%			
32	10	10	8	53.75%			
32	10	10	4	66.25%			
32	10	10	2	76.25%			
32	15	10	32	36.25%			
32	15	10	16	66.25%			
32	15	10	8	88.75%			
32	15	10	4	95.00%			
32	15	10	2	100.00%			
32	20	10	32	46.25%			
32	20	10	16	31.25%			
32	20	10	8	83.75%			
32	20	10	4	93.75%			
32	20	10	2	96.25%			
32	25	10	32	56.25%			
32	25	10	16	71.25%			
32	25	10	8	81.25%			
32	25	10	4	98.75%			
32	25	10	2	98.75%			
32	30	10	32	46.25%			
32	30	10	16	87.50%			
32	30	10	8	87.50%			
32	30	10	4	98.75%			
32	30	10	2	98.75%			
32	35	10	32	51.25%			
32	35	10	16	90.00%			
32	35	10	8	97.50%			
32	35	10	4	100.00%			
32	35	10	2	98.75%			
32	40	10	32	87.50%			
32	40	10	16	65.00%			
32	40	10	8	100.00%			
32	40	10	4	98.75%			
32	40	10	2	98.75%			
32	45	10	32	70.00%			
32	45	10	16	98.75%			
32	45	10	8	97.50%			
32	45	10	4	98.75%			
32	45	10	2	100.00%			
32	50	10	32	77.50%			
32	50	10	16	100.00%			
32	50	10	8	100.00%			
32	50	10	4	100.00%			
32	50	10	2	100.00%			
32	5	12	32	22.50%			
32	5	12	16	25.00%			
32	5	12	8	41.25%			
32	5	12	4	51.25%			
32	5	12	2	62.50%			
32	10	12	32	55.00%			
32	10	12	16	36.25%			
32	10	12	8	82.50%			
32	10	12	4	75.00%			
32	10	12	2	81.25%			
32	15	12	32	31.25%			
32	15	12	16	68.75%			
32	15	12	8	67.50%			
32	15	12	4	93.75%			
32	15	12	2	98.75%			
32	20	12	32	58.75%			
32	20	12	16	58.75%			
32	20	12	8	86.25%			
32	20	12	4	100.00%			
32	20	12	2	100.00%			
32	25	12	32	53.75%			
32	25	12	16	61.25%			
32	25	12	8	98.75%			
32	25	12	4	100.00%			
32	25	12	2	98.75%			
32	30	12	32	81.25%			
32	30	12	16	81.25%			
32	30	12	8	86.25%			
32	30	12	4	100.00%			
32	30	12	2	100.00%			
32	35	12	32	58.75%			
32	35	12	16	98.75%			
32	35	12	8	92.50%			
32	35	12	4	97.50%			
32	35	12	2	98.75%			
32	40	12	32	62.50%			
32	40	12	16	88.75%			
32	40	12	8	100.00%			
32	40	12	4	98.75%			
32	40	12	2	98.75%			
32	45	12	32	97.50%			
32	45	12	16	97.50%			
32	45	12	8	97.50%			
32	45	12	4	97.50%			
32	45	12	2	100.00%			
32	50	12	32	72.50%			
32	50	12	16	97.50%			
32	50	12	8	98.75%			
32	50	12	4	98.75%			
32	50	12	2	100.00%			
32	5	14	32	17.50%			
32	5	14	16	16.25%			
32	5	14	8	33.75%			
32	5	14	4	33.75%			
32	5	14	2	81.25%			
32	10	14	32	36.25%			
32	10	14	16	57.50%			
32	10	14	8	61.25%			
32	10	14	4	77.50%			
32	10	14	2	100.00%			
32	15	14	32	60.00%			
32	15	14	16	85.00%			
32	15	14	8	82.50%			
32	15	14	4	96.25%			
32	15	14	2	97.50%			
32	20	14	32	55.00%			
32	20	14	16	60.00%			
32	20	14	8	92.50%			
32	20	14	4	98.75%			
32	20	14	2	97.50%			
32	25	14	32	66.25%			
32	25	14	16	83.75%			
32	25	14	8	97.50%			
32	25	14	4	97.50%			
32	25	14	2	98.75%			
32	30	14	32	71.25%			
32	30	14	16	87.50%			
32	30	14	8	100.00%			
32	30	14	4	98.75%			
32	30	14	2	100.00%			
32	35	14	32	80.00%			
32	35	14	16	90.00%			
32	35	14	8	98.75%			
32	35	14	4	100.00%			
32	35	14	2	98.75%			
32	40	14	32	75.00%			
32	40	14	16	93.75%			
32	40	14	8	100.00%			
32	40	14	4	100.00%			
32	40	14	2	100.00%			
32	45	14	32	96.25%			
32	45	14	16	100.00%			
32	45	14	8	98.75%			
32	45	14	4	98.75%			
32	45	14	2	100.00%			
32	50	14	32	96.25%			
32	50	14	16	97.50%			
32	50	14	8	98.75%			
32	50	14	4	100.00%			
32	50	14	2	100.00%			
32	5	16	32	17.50%			
32	5	16	16	57.50%			
32	5	16	8	72.50%			
32	5	16	4	33.75%			
32	5	16	2	72.50%			
32	10	16	32	28.75%			
32	10	16	16	47.50%			
32	10	16	8	78.75%			
32	10	16	4	75.00%			
32	10	16	2	86.25%			
32	15	16	32	57.50%			
32	15	16	16	72.50%			
32	15	16	8	86.25%			
32	15	16	4	98.75%			
32	15	16	2	100.00%			
32	20	16	32	60.00%			
32	20	16	16	96.25%			
32	20	16	8	98.75%			
32	20	16	4	97.50%			
32	20	16	2	100.00%			
32	25	16	32	70.00%			
32	25	16	16	95.00%			
32	25	16	8	98.75%			
32	25	16	4	100.00%			
32	25	16	2	100.00%			
32	30	16	32	61.25%			
32	30	16	16	82.50%			
32	30	16	8	98.75%			
32	30	16	4	98.75%			
32	30	16	2	98.75%			
32	35	16	32	70.00%			
32	35	16	16	98.75%			
32	35	16	8	96.25%			
32	35	16	4	100.00%			
32	35	16	2	100.00%			
32	40	16	32	81.25%			
32	40	16	16	93.75%			
32	40	16	8	98.75%			
32	40	16	4	100.00%			
32	40	16	2	100.00%			
32	45	16	32	80.00%			
32	45	16	16	98.75%			
32	45	16	8	100.00%			
32	45	16	4	100.00%			
32	45	16	2	100.00%			
32	50	16	32	85.00%			
32	50	16	16	100.00%			
32	50	16	8	98.75%			
32	50	16	4	100.00%			
32	50	16	2	100.00%			
Jumlah Input	Jumlah Epoch	Jumlah Neuron	Jumlah Batch Size	Akurasi (%)
64	5	2	32	26.25%
64	5	2	16	36.25%
64	5	2	8	20.00%
64	5	2	4	37.50%
64	5	2	2	35.00%
64	10	2	32	22.50%
64	10	2	16	23.75%
64	10	2	8	35.00%
64	10	2	4	32.50%
64	10	2	2	12.50%
64	15	2	32	37.50%
64	15	2	16	22.50%
64	15	2	8	31.25%
64	15	2	4	50.00%
64	15	2	2	48.75%
64	20	2	32	38.75%
64	20	2	16	37.50%
64	20	2	8	40.00%
64	20	2	4	41.25%
64	20	2	2	47.50%
64	25	2	32	46.25%
64	25	2	16	37.50%
64	25	2	8	37.50%
64	25	2	4	25.00%
64	25	2	2	51.25%
64	30	2	32	32.50%
64	30	2	16	35.00%
64	30	2	8	46.25%
64	30	2	4	53.75%
64	30	2	2	48.75%
64	35	2	32	23.75%
64	35	2	16	22.50%
64	35	2	8	27.50%
64	35	2	4	45.00%
64	35	2	2	65.00%
64	40	2	32	26.25%
64	40	2	16	45.00%
64	40	2	8	60.00%
64	40	2	4	50.00%
64	40	2	2	76.25%
64	45	2	32	46.25%
64	45	2	16	33.75%
64	45	2	8	48.75%
64	45	2	4	62.50%
64	45	2	2	83.75%
64	50	2	32	27.50%
64	50	2	16	47.50%
64	50	2	8	52.50%
64	50	2	4	63.75%
64	50	2	2	77.50%
64	5	4	32	15.00%
64	5	4	16	33.75%
64	5	4	8	28.75%
64	5	4	4	25.00%
64	5	4	2	60.00%
64	10	4	32	37.50%
64	10	4	16	27.50%
64	10	4	8	32.50%
64	10	4	4	51.25%
64	10	4	2	75.00%
64	15	4	32	20.00%
64	15	4	16	47.50%
64	15	4	8	53.75%
64	15	4	4	75.00%
64	15	4	2	78.75%
64	20	4	32	50.00%
64	20	4	16	45.00%
64	20	4	8	67.50%
64	20	4	4	37.50%
64	20	4	2	100.00%
64	25	4	32	35.00%
64	25	4	16	56.25%
64	25	4	8	55.00%
64	25	4	4	73.75%
64	25	4	2	91.25%
64	30	4	32	51.25%
64	30	4	16	37.50%
64	30	4	8	75.00%
64	30	4	4	98.75%
64	30	4	2	100.00%
64	35	4	32	47.50%
64	35	4	16	75.00%
64	35	4	8	100.00%
64	35	4	4	81.25%
64	35	4	2	65.00%
64	40	4	32	43.75%
64	40	4	16	56.25%
64	40	4	8	82.50%
64	40	4	4	96.25%
64	40	4	2	100.00%
64	45	4	32	61.25%
64	45	4	16	87.50%
64	45	4	8	80.00%
64	45	4	4	87.50%
64	45	4	2	100.00%
64	50	4	32	31.25%
64	50	4	16	86.25%
64	50	4	8	100.00%
64	50	4	4	96.25%
64	50	4	2	100.00%
64	5	8	32	37.50%
64	5	8	16	35.00%
64	5	8	8	55.00%
64	5	8	4	65.00%
64	5	8	2	58.75%
64	10	8	32	46.25%
64	10	8	16	87.50%
64	10	8	8	83.75%
64	10	8	4	86.25%
64	10	8	2	100.00%
64	15	8	32	40.00%
64	15	8	16	70.00%
64	15	8	8	75.00%
64	15	8	4	86.25%
64	15	8	2	100.00%
64	20	8	32	30.00%
64	20	8	16	71.25%
64	20	8	8	82.50%
64	20	8	4	100.00%
64	20	8	2	100.00%
64	25	8	32	82.50%
64	25	8	16	98.75%
64	25	8	8	100.00%
64	25	8	4	100.00%
64	25	8	2	100.00%
64	30	8	32	82.50%
64	30	8	16	75.00%
64	30	8	8	100.00%
64	30	8	4	100.00%
64	30	8	2	100.00%
64	35	8	32	86.25%
64	35	8	16	98.75%
64	35	8	8	98.75%
64	35	8	4	100.00%
64	35	8	2	100.00%
64	40	8	32	87.50%
64	40	8	16	100.00%
64	40	8	8	100.00%
64	40	8	4	100.00%
64	40	8	2	100.00%
64	45	8	32	92.50%
64	45	8	16	96.25%
64	45	8	8	100.00%
64	45	8	4	100.00%
64	45	8	2	100.00%
64	50	8	32	60.00%
64	50	8	16	100.00%
64	50	8	8	100.00%
64	50	8	4	100.00%
64	50	8	2	100.00%
64	5	10	32	25.00%
64	5	10	16	46.25%
64	5	10	8	55.00%
64	5	10	4	76.25%
64	5	10	2	88.75%
64	10	10	32	43.75%
64	10	10	16	66.25%
64	10	10	8	76.25%
64	10	10	4	87.50%
64	10	10	2	97.50%
64	15	10	32	65.00%
64	15	10	16	73.75%
64	15	10	8	96.25%
64	15	10	4	88.75%
64	15	10	2	100.00%
64	20	10	32	60.00%
64	20	10	16	87.50%
64	20	10	8	90.00%
64	20	10	4	100.00%
64	20	10	2	100.00%
64	25	10	32	53.75%
64	25	10	16	100.00%
64	25	10	8	100.00%
64	25	10	4	100.00%
64	25	10	2	100.00%
64	30	10	32	88.75%
64	30	10	16	87.50%
64	30	10	8	100.00%
64	30	10	4	100.00%
64	30	10	2	100.00%
64	35	10	32	87.50%
64	35	10	16	100.00%
64	35	10	8	100.00%
64	35	10	4	100.00%
64	35	10	2	100.00%
64	40	10	32	86.25%
64	40	10	16	100.00%
64	40	10	8	100.00%
64	40	10	4	100.00%
64	40	10	2	100.00%
64	45	10	32	98.75%
64	45	10	16	100.00%
64	45	10	8	100.00%
64	45	10	4	100.00%
64	45	10	2	100.00%
64	50	10	32	87.50%
64	50	10	16	100.00%
64	50	10	8	100.00%
64	50	10	4	100.00%
64	50	10	2	100.00%
64	5	12	32	23.75%
64	5	12	16	32.50%
64	5	12	8	73.75%
64	5	12	4	76.25%
64	5	12	2	100.00%
64	10	12	32	62.50%
64	10	12	16	67.50%
64	10	12	8	81.25%
64	10	12	4	96.25%
64	10	12	2	100.00%
64	15	12	32	42.50%
64	15	12	16	95.00%
64	15	12	8	100.00%
64	15	12	4	98.75%
64	15	12	2	100.00%
64	20	12	32	75.00%
64	20	12	16	90.00%
64	20	12	8	97.50%
64	20	12	4	100.00%
64	20	12	2	100.00%
64	25	12	32	72.50%
64	25	12	16	98.75%
64	25	12	8	100.00%
64	25	12	4	100.00%
64	25	12	2	100.00%
64	30	12	32	86.25%
64	30	12	16	98.75%
64	30	12	8	100.00%
64	30	12	4	100.00%
64	30	12	2	100.00%
64	35	12	32	93.75%
64	35	12	16	88.75%
64	35	12	8	100.00%
64	35	12	4	100.00%
64	35	12	2	100.00%
64	40	12	32	100.00%
64	40	12	16	100.00%
64	40	12	8	100.00%
64	40	12	4	100.00%
64	40	12	2	100.00%
64	45	12	32	97.50%
64	45	12	16	100.00%
64	45	12	8	100.00%
64	45	12	4	100.00%
64	45	12	2	100.00%
64	50	12	32	100.00%
64	50	12	16	100.00%
64	50	12	8	100.00%
64	50	12	4	100.00%
64	50	12	2	100.00%
64	5	14	32	25.00%
64	5	14	16	28.75%
64	5	14	8	75.00%
64	5	14	4	78.75%
64	5	14	2	98.75%
64	10	14	32	33.75%
64	10	14	16	83.75%
64	10	14	8	87.50%
64	10	14	4	100.00%
64	10	14	2	88.75%
64	15	14	32	71.25%
64	15	14	16	97.50%
64	15	14	8	100.00%
64	15	14	4	100.00%
64	15	14	2	100.00%
64	20	14	32	72.50%
64	20	14	16	90.00%
64	20	14	8	100.00%
64	20	14	4	100.00%
64	20	14	2	100.00%
64	25	14	32	78.75%
64	25	14	16	87.50%
64	25	14	8	100.00%
64	25	14	4	100.00%
64	25	14	2	100.00%
64	30	14	32	100.00%
64	30	14	16	100.00%
64	30	14	8	100.00%
64	30	14	4	100.00%
64	30	14	2	100.00%
64	35	14	32	97.50%
64	35	14	16	100.00%
64	35	14	8	100.00%
64	35	14	4	100.00%
64	35	14	2	100.00%
64	40	14	32	98.75%
64	40	14	16	100.00%
64	40	14	8	100.00%
64	40	14	4	100.00%
64	40	14	2	100.00%
64	45	14	32	87.50%
64	45	14	16	100.00%
64	45	14	8	100.00%
64	45	14	4	100.00%
64	45	14	2	100.00%
64	50	14	32	87.50%
64	50	14	16	100.00%
64	50	14	8	100.00%
64	50	14	4	100.00%
64	50	14	2	100.00%
64	5	16	32	22.50%
64	5	16	16	71.25%
64	5	16	8	73.75%
64	5	16	4	98.75%
64	5	16	2	87.50%
64	10	16	32	56.25%
64	10	16	16	87.50%
64	10	16	8	86.25%
64	10	16	4	98.75%
64	10	16	2	100.00%
64	15	16	32	67.50%
64	15	16	16	87.50%
64	15	16	8	98.75%
64	15	16	4	100.00%
64	15	16	2	100.00%
64	20	16	32	87.50%
64	20	16	16	100.00%
64	20	16	8	100.00%
64	20	16	4	100.00%
64	20	16	2	100.00%
64	25	16	32	96.25%
64	25	16	16	96.25%
64	25	16	8	100.00%
64	25	16	4	100.00%
64	25	16	2	100.00%
64	30	16	32	100.00%
64	30	16	16	100.00%
64	30	16	8	100.00%
64	30	16	4	100.00%
64	30	16	2	100.00%
64	35	16	32	100.00%
64	35	16	16	100.00%
64	35	16	8	100.00%
64	35	16	4	100.00%
64	35	16	2	100.00%
64	40	16	32	100.00%
64	40	16	16	100.00%
64	40	16	8	100.00%
64	40	16	4	100.00%
64	40	16	2	100.00%
64	45	16	32	100.00%
